REGION,PRIMARY_SAMPLE_UNIT,YEAR,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,SUB_REGION_NR,ZONE_NR,PROT,METERS_COMPLETED,SPECIES_CD,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE,survey_type,analysis_group,strat_cora
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR ASTR,1,0,12,10,2,20,0,N,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR ASTR,1,0,4,4,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR ASTR,1,0,22,19,8,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR BRAN,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR DIVA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR FURC,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR FURC,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR PORI,1,0,6,4,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,POR SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,PSE CLIV,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,PSE CLIV,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,PSE STRI,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,PSE STRI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SCO CUBE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SCO LACE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SCO SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SID RADI,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SID RADI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SID SIDE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SID SIDE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SID SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SOL BOUR,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SOL BOUR,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,SOL HYAD,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,STE INTE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9139,2022,25.22801,-80.20794,3855356,11,4,2,10,STE INTE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ACR CERV,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ACR CERV,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ACR PALM,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ACR PALM,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA AGAR,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA AGAR,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA FRAG,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA HUMI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA LAMA,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA LAMA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,AGA SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,CLA ABRU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,COL NATA,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,COL NATA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,DIC STOK,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,DIC STOK,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,DIP LABY,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,DIP LABY,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,EUS FAST,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,EUS FAST,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,FAV FRAG,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,FAV FRAG,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,HEL CUCU,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,HEL CUCU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ISO RIGI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ISO SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MAD AURE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MAD DECA,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MAD DECA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MAD FORM,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MAD SENA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MAN AREO,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MEA MEAN,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MEA MEAN,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MON CAVE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MON CAVE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MUS ANGU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MYC ALIC,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MYC FERO,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,MYC LAMA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,OCU DIFF,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,OCU DIFF,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,OCU SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ORB ANNU,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ORB ANNU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ORB FAVE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ORB FAVE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ORB FRAN,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,ORB FRAN,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,PHY AMER,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,7,5,4,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,10,6,6,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,24,22,11,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,22,18,10,20,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,24,18,15,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,12,5,5,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,7,6,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,5,5,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,7,7,3,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,9,8,9,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,10,10,8,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,18,16,14,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,19,12,13,40,0,PB,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,14,13,7,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,16,13,9,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,5,4,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,20,16,3,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,8,7,6,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,9,7,7,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR ASTR,1,0,13,12,8,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR BRAN,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR DIVA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR FURC,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR FURC,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR PORI,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR PORI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,POR SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,PSE CLIV,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,PSE CLIV,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,PSE STRI,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,PSE STRI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SCO CUBE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SCO LACE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SCO SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SID RADI,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SID RADI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SID SIDE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SID SIDE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SID SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SOL BOUR,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SOL BOUR,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,SOL HYAD,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,STE INTE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9142,2022,25.2194,-80.21202,3847842,11,4,2,10,STE INTE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ACR CERV,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ACR CERV,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ACR PALM,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ACR PALM,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA AGAR,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA AGAR,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA FRAG,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA HUMI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA LAMA,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA LAMA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,AGA SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,CLA ABRU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,COL NATA,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,COL NATA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,DIC STOK,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,DIC STOK,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,DIP LABY,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,DIP LABY,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,EUS FAST,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,EUS FAST,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,FAV FRAG,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,FAV FRAG,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,HEL CUCU,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,HEL CUCU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ISO RIGI,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ISO SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MAD AURE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MAD DECA,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MAD DECA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MAD FORM,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MAD SENA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MAN AREO,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MEA MEAN,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MEA MEAN,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MON CAVE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MON CAVE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MUS ANGU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MYC ALIC,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MYC FERO,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,MYC LAMA,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,OCU DIFF,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,OCU DIFF,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,OCU SPE.,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ORB ANNU,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ORB ANNU,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ORB FAVE,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ORB FAVE,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ORB FRAN,0,0,.,.,.,.,.,.,.,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,ORB FRAN,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,PHY AMER,0,0,.,.,.,.,.,AA,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,16,11,4,20,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,8,6,1,10,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,7,7,1,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,17,16,4,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,11,11,3,5,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,14,10,5,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,11,10,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,8,6,4,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,8,8,3,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,6,4,2,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,5,5,3,0,0,N,A,MIR,MIR_GRP,CFK05
FLK,9144,2022,25.21091,-80.21903,3840210,11,4,2,10,POR ASTR,1,0,4,4,1,0,0,N,A,MIR,MIR_GRP,CFK05
