YEAR,SPECIES_CD,analysis_group,strat_cora,ntot,n,avdens,se_dns,cv_dns,avp,se_p,abd,se_abd
2022,ACR PALM,NCRMP_GRP,CFK07,15960,60,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK07,15960,61,0,0,0,0,0,0,0
2022,COL NATA,NCRMP_GRP,CFK07,15960,60,0.005,0.0036944633018070345,73.88926603614073,0.03333333333333333,0.023325655493706767,199499.99999999988,589.63634
2024,COL NATA,NCRMP_GRP,CFK07,15960,61,0.00328,0.0022945842307050615,69.98481903650439,0.03278688524590164,0.02294584230705061,130819.67213114753,366.21564
2022,DIC STOK,NCRMP_GRP,CFK07,15960,60,0.04333,0.010167417508891212,23.463271174364333,0.3,0.059547805366750764,1729000,1622.71983
2024,DIC STOK,NCRMP_GRP,CFK07,15960,61,0.03934,0.008501988402878621,21.60922052398316,0.3114754098360656,0.05967115533940624,1569836.0655737706,1356.91735
2022,DIP LABY,NCRMP_GRP,CFK07,15960,60,0.00667,0.0032413719655801127,48.620579483701675,0.06666666666666667,0.03241371965580113,266000.00000000006,517.32297
2024,DIP LABY,NCRMP_GRP,CFK07,15960,61,0.01311,0.004349566040815815,33.1654410612206,0.13114754098360656,0.043495660408158145,523278.6885245901,694.19074
2022,MEA MEAN,NCRMP_GRP,CFK07,15960,60,0.00167,0.0016635308846478074,99.81185307886837,0.016666666666666666,0.016635308846478052,66500.00000000004,265.49953
2024,MEA MEAN,NCRMP_GRP,CFK07,15960,61,0.01148,0.004106850567928255,35.78826923480335,0.11475409836065574,0.041068505679282524,457868.8524590165,655.45335
2022,MON CAVE,NCRMP_GRP,CFK07,15960,60,0.10167,0.021547680360567187,21.19443969891854,0.5,0.06497198227657928,4056500.0000000005,3439.00979
2024,MON CAVE,NCRMP_GRP,CFK07,15960,61,0.09016,0.013545328873973236,15.023001114770315,0.5573770491803278,0.06400064363336784,3597540.983606558,2161.83449
2022,PSE CLIV,NCRMP_GRP,CFK07,15960,60,0.00333,0.003327061769295615,99.81185307886838,0.016666666666666666,0.016635308846478052,133000.0000000001,530.99906
2024,PSE CLIV,NCRMP_GRP,CFK07,15960,61,0.01148,0.006216156601611242,54.16936467118367,0.06557377049180328,0.03189557416471781,457868.85245901643,992.09859
2022,PSE STRI,NCRMP_GRP,CFK07,15960,60,0.005,0.002832063049051249,56.64126098102501,0.05,0.028320630490512484,199499.99999999988,451.99726
2024,PSE STRI,NCRMP_GRP,CFK07,15960,61,0.01475,0.004569681458470176,30.972285440742297,0.14754098360655737,0.04569681458470173,588688.524590164,729.32116
